tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
361538,comcastcares,False,Sun Oct 08 17:33:24 +0000 2017,@201624 I will be happy to look into your service issues. Please DM me your account info so I can better assist you. -GR,,361539.0
361540,comcastcares,False,Sun Oct 08 17:33:08 +0000 2017,@201625 Hi! I can look into these internet issues. Can you please send me a DM with your address and phone number? -CF,,361541.0
361835,comcastcares,False,Sun Oct 08 17:58:05 +0000 2017,"@201707 Hi there. Please send me a DM with your full name, phone number, and address so I can help with the account concerns. -EW",,361836.0
361838,comcastcares,False,Sun Oct 08 17:49:55 +0000 2017,@194369 Can you please send me a Direct Message including the address and phone number associated with your account? -CF,,328692.0
362160,comcastcares,False,Sun Oct 08 18:06:52 +0000 2017,@201799 I would like to look deeper into this and get your account credited for the downtime. Please DM me to get started. -Jules,,362161.0
362162,comcastcares,False,Sun Oct 08 17:18:55 +0000 2017,@201799 I would be happy to look further into your service issues if you would provide your full address and account associated phone # in a DM. -JW,362161,362163.0
362164,comcastcares,False,Sun Oct 08 18:04:13 +0000 2017,"@198979 assistance, feel free to reach out to us here on social media. We are her e24/7. Have a great day.- NL",,362165.0
362399,comcastcares,False,Sun Sep 03 08:33:33 +0000 2017,@201835 Please send me a DM with your account info so that I can see what I can do to help. Thank you! -LB,,362400.0
362759,comcastcares,False,Sun Oct 08 18:28:38 +0000 2017,@201926 Hi! I can look into this channel issue. Can you please send me a DM with your address and phone number? -CF,362760,362761.0
362762,comcastcares,False,Sun Oct 08 18:27:27 +0000 2017,@201927 I can look into your cable issues. Please DM me your account info and I will be happy to help. -GR,,362763.0
362765,comcastcares,False,Sun Oct 08 18:26:50 +0000 2017,@139967 I can look into why you are seeing the eagles game twice. Please DM me your account info so I can help. -GR,,362766.0
362767,comcastcares,False,Sun Oct 08 18:24:38 +0000 2017,"@201929 I'm sorry about this! I know how frustrating it is missing games! Can you send me a DM with your address, I can check on this. -MT",,362768.0
362769,comcastcares,False,Sun Oct 08 18:14:25 +0000 2017,"@201930 I see that you've recently posted to Comcast, I can help. ~DB",,362770.0
363084,comcastcares,False,Sun Oct 08 18:40:09 +0000 2017,"@202021 Hello, I do apologize for the horrible experience that you've encountered. Can you please DM me your service address,",,363085.0
363087,comcastcares,False,Sun Oct 08 18:39:51 +0000 2017,@202022 number so we can troubleshoot from our end. -ATM,,363088.0
363089,comcastcares,False,Sun Oct 08 18:39:44 +0000 2017,@202022 We can look into your language control for your tv. Please send us a direct message with your name and account,,363088.0
363090,comcastcares,False,Sun Oct 08 18:37:16 +0000 2017,@198513 Please DM us your account info so we can help you. -GR,,363091.0
363094,comcastcares,False,Sun Oct 08 18:34:28 +0000 2017,"@202023 Streaming content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -JW","363095,363096",363097.0
363098,comcastcares,False,Sun Oct 08 18:47:22 +0000 2017,@202023 The following link will provide you with more information on streaming: https://t.co/3untizgnVs -JW,,363095.0
363099,comcastcares,False,Sun Oct 08 18:52:42 +0000 2017,"@202023 We do support ""Follow Your Team"" package, you can watch your favorite out-of-market team on your computer at https://t.co/5yzw6uVFb1. -JW","363100,363101",363096.0
363102,comcastcares,False,Sun Oct 08 18:33:45 +0000 2017,@202024 Hi! I can look into this cable issue. Can you please send me a DM with your address and phone number? -CF,363103,363104.0
363105,comcastcares,False,Sun Oct 08 18:33:00 +0000 2017,@202025 Hi! I can look into this internet issue. Can you please send me a DM with your address and phone number? -CF,,363106.0
363107,comcastcares,False,Sun Oct 08 18:32:35 +0000 2017,@202026 Hi! I can look into any possible issues in your area. Can you please send me a DM with your full address? -CF,,363108.0
363109,comcastcares,False,Sun Oct 08 18:32:01 +0000 2017,@202027 I do apologize about the inconvenience. I will pass along your feedback regarding the XFINITY Stream Application. -CF,,363110.0
363111,comcastcares,False,Sun Oct 08 18:27:19 +0000 2017,"@202027 Hi! You can filter content by selecting ""Avaialable Out of Home"" when you are not on your home Wifi. -CF",363110,363112.0
363113,comcastcares,False,Sun Oct 08 18:31:15 +0000 2017,@202028 We upload the content provided to us by the networks and will let them know that a show is up early. -GR,,363114.0
363485,comcastcares,False,Sun Oct 08 18:57:24 +0000 2017,"@202126 Good afternoon, I understand your frustration. Please send us a DM with your account number. -YE",,363486.0
363487,comcastcares,False,Sun Oct 08 18:56:53 +0000 2017,@202127 service concern and trouble shoot from our end. -ATM,,363488.0
363490,comcastcares,False,Sun Oct 08 18:56:53 +0000 2017,"@202128 Hello, what can I assist you with? -JW",,363491.0
363489,comcastcares,False,Sun Oct 08 18:56:47 +0000 2017,@202127 Yikes! Samantha please send us a direct message with your account number and full name so we can look into your,,363488.0
363492,comcastcares,False,Sun Oct 08 18:56:46 +0000 2017,"@202129 Hello Liz, I can help you with internet trouble. Please send us a DM with your account number. -YE",,363493.0
363494,comcastcares,False,Sun Oct 08 18:56:34 +0000 2017,@202130 We want you to have the most reliable service. Please send us a DM with your address and phone number. -ME,,363495.0
363496,comcastcares,False,Sun Oct 08 18:56:05 +0000 2017,@202131 look into your service concern and resolution. -ATM,,363497.0
363498,comcastcares,False,Sun Oct 08 18:55:58 +0000 2017,@202131 Oh no! Please send us a direct message with your account number and full name so we can,,363497.0
363499,comcastcares,False,Sun Oct 08 18:45:28 +0000 2017,"@202133 Hello. I can help. Can you please DM me your full name, service address, and phone number? -MV",,363500.0
364176,comcastcares,False,Sun Oct 08 19:26:02 +0000 2017,@202314 Yikes! Angel please send us a direct message with your account number and full name so we can look into your,,364177.0
364179,comcastcares,False,Sun Oct 08 19:23:45 +0000 2017,"@202315 If you change your mind, I would like to help. We are available, 24/7. -MV",,364180.0
364181,comcastcares,False,Sun Oct 08 19:00:02 +0000 2017,"@202315 Hello. I would like to help! Can you please DM me your full name, service address, and phone number? -MV",364180,364182.0
364183,comcastcares,False,Sun Oct 08 19:23:22 +0000 2017,"@202316 Hello, I would be happy to provide an account review. Please send us a DM with your account number. -YE",,364184.0
364185,comcastcares,False,Sun Oct 08 19:22:12 +0000 2017,"@202317 Unfortunately it's the local network's decision what they​​ broadcast, but you can view scores via the X1 Sports App! -RO",,364186.0
364187,comcastcares,False,Sun Oct 08 19:22:05 +0000 2017,"@202319 Hi! I can take a look at see what episodes are available, can you send me a DM with your account info? -MT",364188,364189.0
364190,comcastcares,False,Tue Oct 10 15:29:28 +0000 2017,"@202319 You're welcome. Please DM the address, phone number, and name on the account. I'd like to help out with your On Demand issue. -Tom",,364188.0
364191,comcastcares,False,Sun Oct 08 19:21:53 +0000 2017,@202321 Our pleasure. Please reach out to us if you have any questions or concerns in the future. –Jules,,364192.0
364193,comcastcares,False,Sun Oct 08 19:15:53 +0000 2017,@202321 Some networks restrict access to content when you're away from home. Availability is subject to the network's discretion. -EW,364192,364194.0
364195,comcastcares,False,Sun Oct 08 19:16:17 +0000 2017,"@202322 Ok, thanks for the update. Please DM me your account info so I can look into this immediately. -JRW",,364196.0
364197,comcastcares,False,Sun Oct 08 18:14:15 +0000 2017,"@202322 Hi Sierra, this is not the impression we want for you. I'm happy to assist with your service concerns. Please DM me your account info. -JRW",364196,364198.0
364199,comcastcares,False,Sun Oct 08 19:14:44 +0000 2017,"@202323 Hello, Brian, I apologize for your experience with. Is there anything I can assist you with at this time? -JW",364200,364201.0
364202,comcastcares,False,Sun Oct 08 23:25:43 +0000 2017,@202323 Not a problem at all. Please feel free to send me a DM with more information. -JW,,364200.0
364954,comcastcares,False,Sun Oct 08 19:41:22 +0000 2017,@202449 I can look into your service issues. Please DM me your account info for best assistance. -GR,,364955.0
364956,comcastcares,False,Sun Oct 08 19:40:27 +0000 2017,@202450 I can look into your X1 issues. Please DM me your account info so I can help. -GR,,364957.0
364958,comcastcares,False,Sun Oct 08 19:32:05 +0000 2017,"@202451 I am sorry to hear about that. Please send me a DM with your account number, address, and phone. I will help. Thanks! - RO",,364959.0
365404,comcastcares,False,Sun Oct 08 19:57:50 +0000 2017,"@202555 your service address, phone number, and the full billing name associated with the account? - FHC",365405,365406.0
365407,comcastcares,False,Sun Oct 08 20:05:15 +0000 2017,@202555 You're welcome. I'm glad your services are back up and running now. If you ever require additional help please reach back out to us. - FHC,,365405.0
365408,comcastcares,False,Sun Oct 08 19:57:33 +0000 2017,"@202555 Hello, I do apologize for the service interruption that you've encountered in the castle rock area. Can you please DM me",,365406.0
365409,comcastcares,False,Sun Oct 08 19:56:02 +0000 2017,@202556 I completely understand. I will be sure to pass along your feedback regarding streaming sports content. -JW,365410,365411.0
365412,comcastcares,False,Sun Oct 08 22:16:36 +0000 2017,@202556 The streaming content is provided by the networks. It is up to them if it is available for stream outside of the home or at all. -JW,365413,365410.0
365414,comcastcares,False,Sun Oct 08 22:21:16 +0000 2017,@202556 Are you logging in through their website or ours? -JW,365415,365413.0
365416,comcastcares,False,Sun Oct 08 22:38:49 +0000 2017,@202556 I see. At this time we do not support authentication on the NFL websites. -JW,,365415.0
365417,comcastcares,False,Sun Oct 08 19:53:05 +0000 2017,"@202556 Streaming content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -JW",365411,365418.0
365419,comcastcares,False,Sun Oct 08 19:52:09 +0000 2017,@161987 Thank you for reaching out to us. We see that you have sent us a DM. Someone will be with you shortly. -ME,,365420.0
365421,comcastcares,False,Sun Oct 08 19:50:18 +0000 2017,@202557 We will be able to troubleshoot from our end. -ATM,,365422.0
365424,comcastcares,False,Sun Oct 08 19:46:25 +0000 2017,"@202558 Stream content is provided by the network. Availability, pricing, and broadcast are subject to their discretion.​ -JW",,365425.0
366273,comcastcares,False,Sun Oct 08 20:21:27 +0000 2017,"@170412 Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules",,366274.0
366696,comcastcares,False,Sun Oct 08 20:36:04 +0000 2017,@202851 modem concern and trouble shoot from our end. -ATM,,366697.0
366699,comcastcares,False,Sun Oct 08 20:35:59 +0000 2017,"@202852 Hi, I want to help get you the proper speeds. Please send me a DM with your address to pull up your account. -SDL",,366700.0
366698,comcastcares,False,Sun Oct 08 20:35:56 +0000 2017,@202851 Yikes! Jennifer please send us a direct message with your account number and full name so we can look into your,,366697.0
366701,comcastcares,False,Sun Oct 08 20:35:45 +0000 2017,@202853 I can look into you streaming issues. Please DM me your account info so I can help. -GR,,366702.0
366704,comcastcares,False,Sun Oct 08 20:35:15 +0000 2017,@202854 service concern and trouble shoot from our end. -ATM,,366705.0
366706,comcastcares,False,Sun Oct 08 20:35:06 +0000 2017,@202854 Yikes! Alyssa please send us a direct message with your account number and full name so we can look into your,,366705.0
366707,comcastcares,False,Sun Oct 08 20:34:45 +0000 2017,"@202855 Hello, I'm sorry to see you're having issues with your services and I'd be happy to help. Can you DM  the full address? ~AT",366708,366709.0
366710,comcastcares,False,Sun Oct 08 20:53:39 +0000 2017,@202855 I'm glad that you were able to fix the problem. We're here 24/7 for assistance in the future. ~AT,,366708.0
366711,comcastcares,False,Sun Oct 08 20:34:34 +0000 2017,"@202856 Streaming content is provided by the network. Availability, pricing, and broadcast are subject to their discretion. -JW",,366712.0
366713,comcastcares,False,Sun Oct 08 20:29:17 +0000 2017,@202857 I can look into your internet issues. Please DM me your account info so I can help. -GR,,366714.0
367139,comcastcares,False,Sun Oct 08 20:57:41 +0000 2017,"@202963 Hey Michael, I can look into your account for you.  Can you DM me your account info please? - Matt",,367140.0
367142,comcastcares,False,Sun Oct 08 20:55:55 +0000 2017,@202964 and the full billing name associated with the account? - FHC,,367143.0
367144,comcastcares,False,Sun Oct 08 20:55:46 +0000 2017,"@202964 Hello, I do apologize for the interruption in service that you encountered. Can you please DM me your service address, phone number,",,367143.0
367145,comcastcares,False,Sun Oct 08 20:54:35 +0000 2017,"@202965 I'd be more than happy to assist you. May I please have your full name, account number, and full address? -BB",367146,367147.0
367148,comcastcares,False,Wed Oct 18 16:48:39 +0000 2017,@202965 It looks like that was public! I'd recommend removing that tweet. Could you DM me?-JG,,367146.0
367149,comcastcares,False,Sun Oct 08 20:53:56 +0000 2017,@202966 I can assist you with your login issues. Please DM me your account info so I can help. -GR,367150,367151.0
367152,comcastcares,False,Sun Oct 08 21:15:22 +0000 2017,"@202966 We're here to help. If you'd like, please send a DM with your name, phone number, and address. -EW",367153,367150.0
367154,comcastcares,False,Sun Oct 08 21:25:37 +0000 2017,"@202966 In order to better understand what's going on, we will need your account info through DM. -EW",,367153.0
367155,comcastcares,False,Sun Oct 08 20:51:36 +0000 2017,@202967 I can help with the freezing issue.  Please send us a DM with your account info.--JV,,367156.0
367157,comcastcares,False,Sun Oct 08 20:50:43 +0000 2017,@202968 I can look into your streaming issues. Please DM me your account info and I will be happy to help. -GR,,367158.0
367159,comcastcares,False,Sun Oct 08 20:49:42 +0000 2017,@202967 Please send us a DM with your account info.  I can help with any issues you're having.--JV,,367160.0
367395,comcastcares,False,Sun Sep 17 17:55:31 +0000 2017,"@203035 Hello, I can assist you with any service issues or concerns. Please DM me the details. -ADW",367396,367397.0
367660,comcastcares,False,Sun Oct 08 21:13:13 +0000 2017,@203089 Oh okay. Is there anything that I might assist you with at this time? -JW,,367661.0
367663,comcastcares,False,Sun Oct 08 21:08:35 +0000 2017,@203089 I would be happy to look further into your cable issues if you would provide your full address and account associated phone # in a DM. -JW,367661,367664.0
367665,comcastcares,False,Sun Oct 08 21:12:23 +0000 2017,"@203090 Hello, Daniel, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW",,367666.0
367667,comcastcares,False,Sun Oct 08 21:11:20 +0000 2017,"@203091 Hi there. Please send me a DM with your name, phone number, and address so I can assist with the WiFi and billing concerns. -EW",,367668.0
367669,comcastcares,False,Sun Oct 08 21:09:39 +0000 2017,@203092 Can you also confirm the phone number and name on the account? ~AT,,367670.0
367671,comcastcares,False,Sun Oct 08 21:07:20 +0000 2017,"@203092 Hello, thanks for reaching out about your service concerns and I'm happy to help. Can you please DM the full address? ~AT",367670,367672.0
367674,comcastcares,False,Sun Oct 08 21:04:11 +0000 2017,"@203093 Hello, let me look into that for you. Please DM your account information so we can research this further, thank you. -DP",,367675.0
367676,comcastcares,False,Sun Oct 08 21:04:07 +0000 2017,@203094 Not a problem at all! Feel free to reach back out whenever you are available. -JW,367677,367678.0
367679,comcastcares,False,Wed Oct 11 18:57:17 +0000 2017,"@203094 Sure! I would be more than happy to assist you. Can you please DM me your service address, phone number and full billing name? - FHC",367680,367677.0
367681,comcastcares,False,Sun Oct 08 19:08:52 +0000 2017,@203094 I would be happy to look further into your internet issue if you would provide your full address and account associated phone # in a DM. -JW,367678,367682.0
367683,comcastcares,False,Sun Oct 08 21:03:59 +0000 2017,"@203095 Nick, I can certainly look into the service trouble. To get started, please DM your phone or account number.-CP",,367684.0
367685,comcastcares,False,Sun Oct 08 21:03:43 +0000 2017,"@203096 Hello, I will be happy to look into that for you. Please DM so we can research this further, thank you. -DP","367686,367687",367688.0
367689,comcastcares,False,Sun Oct 08 21:03:26 +0000 2017,@203098 Hi! I can look into any possible issues in your area. Can you please send me a DM with your full address? -CF,,367690.0
367691,comcastcares,False,Sun Oct 08 21:00:25 +0000 2017,"@203099 Hi Megan, thanks for reaching out. I'm happy to help with your video concerns. Please DM me your account info. Thank you. -JRW",,367692.0
367693,comcastcares,False,Sun Oct 08 21:00:03 +0000 2017,@203100 I can check out the services for you. Can you send me the phone number and address on the account in a DM please? -DC,,367694.0
367871,comcastcares,False,Mon Oct 02 19:00:41 +0000 2017,@203154 I'm happy to look into the refund if you send a DM with your service address. -BAW,"367872,367873,367874,367875",367876.0
367877,comcastcares,False,Sun Sep 24 12:05:01 +0000 2017,"@203154 If there is anything we can help you with, please let us know. We are on Twitter 24/7 to offer you assistance. - Chad","367876,367878",367879.0
367880,comcastcares,False,Sat Sep 23 04:22:02 +0000 2017,@203154 I would like to look further into this matter for you. Please send me a DM and your address. Thank you.~RL,367879,367881.0
367882,comcastcares,False,Thu Sep 21 15:01:48 +0000 2017,@203154 I can certainly look into this for you. Would you please DM the full address on your account? - NS,367881,367883.0
367884,comcastcares,False,Mon Sep 18 19:28:35 +0000 2017,@203154 I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW,367883,367885.0
367886,comcastcares,False,Thu Sep 07 22:32:57 +0000 2017,"@203154 Hey Tommy, thanks for reaching out. Can you please shoot me a DM so I can look into what you're talking about? -AMD",367885,367887.0
368043,comcastcares,False,Sun Oct 08 21:25:17 +0000 2017,@203197 Hello please DM your full address and name on your account and I will look into your concerns.~RD,,368044.0
368045,comcastcares,False,Sun Oct 08 21:18:48 +0000 2017,"@201707 If you need any further assistance now in or in the future, we're here for you! – JWC",,368046.0
368047,comcastcares,False,Sun Oct 08 19:47:17 +0000 2017,"@201707 Luis, Please send me a DM with your full name, phone number, and address so I can further assist you. -EE",368046,368048.0
368456,comcastcares,False,Sun Oct 08 21:43:26 +0000 2017,"@142748 I do apologize for any frustrations, can you please DM the full address on the account? ~AT",,368457.0
368463,comcastcares,False,Sun Oct 08 21:41:48 +0000 2017,"@203304 Hey Laura, I can look into this for you.  Can you DM me your account info please? - Matt",,368464.0
368461,comcastcares,False,Sun Oct 08 21:40:21 +0000 2017,"@142748 Hello, I'm sorry to see that you're still having internet issues and I'd like to help. Can you please DM the full address? ~AT",,368460.0
368698,comcastcares,False,Fri Sep 29 15:19:54 +0000 2017,@203154 Let me know if you'd like me to look into this for you. -KCB,368699,367878.0
368882,comcastcares,False,Sun Oct 08 21:58:03 +0000 2017,"@203399 I would be happy to check your area! Please provide your full address, full name, and phone number in a DM. -KB",,368883.0
368885,comcastcares,False,Sun Oct 08 21:55:42 +0000 2017,@203400 I am sorry for the inconvenience! I know how frustrating this is but our technicians are working around the clock for you. -KB,,368886.0
368887,comcastcares,False,Sun Oct 08 21:54:21 +0000 2017,@203401 Hello! I can go into details about how it works. Please send a DM so we can respond with a little more room for words! - EAS,,368888.0
368889,comcastcares,False,Sun Oct 08 21:52:01 +0000 2017,"@142748 I'm sorry you feel this way, if there is anything that we can do, please let us know. ~AT","368890,368891",368892.0
368895,comcastcares,False,Sun Oct 08 21:46:42 +0000 2017,"@203402 Hi, Alex. I just wanted to follow up with you to see if you are still experiencing Video service issues. -GO",368896,368897.0
368898,comcastcares,False,Sun Oct 08 22:43:12 +0000 2017,"@203402 I truly want to help, Alex. Please DM your full name, address, and phone number so I can do everything I can to change your experience. -GO",368899,368896.0
368900,comcastcares,False,Sun Oct 08 23:39:04 +0000 2017,"@203402 We appreciate your business, Alex. I can help with the cable concern. Please DM your full address so I can see what is going on. -GO",368901,368899.0
368902,comcastcares,False,Mon Oct 09 01:22:04 +0000 2017,"@203402 I can understand the importance of having the cable service working properly. If you change your mind, please DM your account info. -GO",,368901.0
368906,comcastcares,False,Sun Oct 08 21:45:54 +0000 2017,"@203404 Hi, Ryne. I just wanted to follow up with you to see if you are still experiencing Internet service issues. -GO",,368907.0
368894,comcastcares,False,Sun Oct 08 21:44:25 +0000 2017,@142748 We would be happy to waive any service visit charges. Can you send the account details? ~AT,,368459.0
369361,comcastcares,False,Sun Oct 08 22:13:17 +0000 2017,@196932 Good afternoon! Just checking in to see if we may still assist you? -KB,369362,369363.0
369364,comcastcares,False,Sun Oct 08 22:54:01 +0000 2017,@196932 No problem. We'll talk tomorrow. -KB,,369362.0
369365,comcastcares,False,Mon Oct 09 22:56:40 +0000 2017,"@196932 Just checking in, let me know when you're ready to start. -KB",,369362.0
369367,comcastcares,False,Sun Oct 08 22:10:41 +0000 2017,"@203509 Hello. I can take a look. Can you please DM me your full name, service address, and phone number? -MV",,369368.0
369369,comcastcares,False,Sun Oct 08 22:10:14 +0000 2017,"@203510 Hello. I'd be happy to help, please DM with your full name, address and phone number. ~GM",,369370.0
369624,comcastcares,False,Tue Oct 17 23:43:53 +0000 2017,"@203568 This isn't what we want for you, Julian! I'd like to investigate what's causing the interruptions and slow speeds... https://t.co/QhEiPjAb7z",,369625.0
369639,comcastcares,False,Tue Oct 17 23:29:48 +0000 2017,"@129897 Hello, I'd be happy to assist with any issues. Please DM your full name, phone number and address to verify your account and assist. -JAG",,369640.0
369729,comcastcares,False,Tue Oct 17 23:40:12 +0000 2017,"@203581 I see that you've recently posted about your Comcast services, DM your account # so I can look into this &amp; speak privately. ~DB",,369730.0
370098,comcastcares,False,Fri Nov 03 18:51:11 +0000 2017,@203647 I would be happy to look further into your service issues if you would provide your full address and account associated phone # in a DM. -JW,,370099.0
370105,comcastcares,False,Fri Nov 03 18:58:09 +0000 2017,"@203651 I could look into this for you. Would you be able to DM your full first/last name, full service address, and phone number? -DG",,370106.0
370107,comcastcares,False,Fri Nov 03 18:56:33 +0000 2017,"@203652 We take these matters very seriously, please call the Customer Security Assurance ID Theft team at 844-335-8719 as soon as possible. -MLR",,370108.0
370109,comcastcares,False,Fri Nov 03 18:53:30 +0000 2017,@203653 I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW,,370110.0
370169,comcastcares,False,Fri Nov 03 18:47:23 +0000 2017,@203668 I can look into your WiFi trouble for you. Regarding On Demand programming we upload the content provided to us by the networks. For content,,370170.0
370184,comcastcares,False,Fri Nov 03 18:52:20 +0000 2017,@203673 I appreciate you taking the time to reach out to us to start services. I am here to help and will do all I can to get this resolved.,,370185.0
370208,comcastcares,False,Fri Nov 03 18:51:36 +0000 2017,@203679 I would be happy to look further into your service issues if you would provide your full address and account associated phone # in a DM. -JW,,370209.0
370483,comcastcares,False,Mon Oct 09 05:13:36 +0000 2017,@203752 I would like to help investigate your Netflix viewing issues. Thanks -DR,,370484.0
370485,comcastcares,False,Mon Oct 09 05:13:32 +0000 2017,"@203752 Hello, I apologize for the frustrating experience. Could you please follow us &amp; DM your full address &amp; phone #?",,370484.0
371260,comcastcares,False,Sun Oct 08 22:43:53 +0000 2017,"@203921 Hello, I'd like to help with your billing concerns. Please send a DM with your full name, address and phone number. ~GM",,371261.0
371262,comcastcares,False,Sun Oct 08 22:37:46 +0000 2017,"@203922 Hello, thanks for reaching out about your internet concerns and I'd be happy to help. Can you DM the full address? ~AT",,371263.0
371264,comcastcares,False,Sun Oct 08 22:34:09 +0000 2017,"@203923 Hi Keith, thanks for reaching out. I'm happy to assist with your On Demand issues. Please DM me your account info. -JRW",,371265.0
371266,comcastcares,False,Sun Oct 08 22:31:09 +0000 2017,"@203924 Hi, I'll be happy to check on the status of your services. Please send a DM with your full name, address,",,371267.0
371269,comcastcares,False,Sun Oct 08 22:30:17 +0000 2017,"@203925 Hello, thanks for reaching out about your concerns and I'm happy to help. Can you please DM the full address? ~AT",,371270.0
371271,comcastcares,False,Sun Oct 08 22:29:51 +0000 2017,"@203926 Hello, thanks for reaching out about your internet concerns and I'm happy to help. Can you please DM the full address? ~AT",,371272.0
371599,comcastcares,False,Sun Oct 08 22:54:53 +0000 2017,@204014 Let's get this taken care of. Please send us a DM with your address and phone number on the account. -ME,,371600.0
371601,comcastcares,False,Sun Oct 08 22:54:12 +0000 2017,@203921 We want you to be happy with your plan and pricing. Please send us a DM with your address and phone number on the account. -ME,,371602.0
371603,comcastcares,False,Sun Oct 08 22:53:34 +0000 2017,"@204015 I'm so sorry for that experience! Can you please follow back, and DM me your info?  I'd be glad to help out with this. - CR",,371604.0
371605,comcastcares,False,Sun Oct 08 22:44:30 +0000 2017,@200457 We are more than happy to assist you. Please DM me us your account info. -GR,,371606.0
371839,comcastcares,False,Sun Oct 01 01:00:17 +0000 2017,"@204085 Good evening! Just checking in, please DM us when you're ready. -KB",371840,371841.0
371842,comcastcares,False,Sun Oct 08 23:01:42 +0000 2017,"@204085 I see that you've recently posted about Comcast, how can I help? ~DB",,371840.0
371973,comcastcares,False,Sun Oct 08 23:12:20 +0000 2017,@204113 You're welcome! We're here 24/7 for assistance. ~AT,,371974.0
371975,comcastcares,False,Sun Oct 08 23:05:46 +0000 2017,"@204113 Hello, thanks for reaching out about your audio concerns and I'd be happy to help. Can you please DM the address? ~AT","371974,371976",371977.0
371978,comcastcares,False,Sun Oct 08 23:05:02 +0000 2017,"@203926 I do apologize if there is anything that we can do for you, let us know. ~AT",,371273.0
371979,comcastcares,False,Sun Oct 08 23:01:08 +0000 2017,"@204114 I see that you've recently posted about Comcast, how can I help? ~DB",,371980.0
371982,comcastcares,False,Sun Oct 08 23:00:20 +0000 2017,@204115 I can look into your service issues. Please DM me your account info and I will be happy to help. -GR,,371983.0
371984,comcastcares,False,Sun Oct 08 23:00:02 +0000 2017,"@204116 Sorry that you feel my response is robotic, just attempting to help so you could continue to see the game. ~DB",,371985.0
371987,comcastcares,False,Sun Oct 08 22:55:53 +0000 2017,"@204116 I see that you've recently posted about your Comcast services while attempting to watch the game, DM your account... https://t.co/qN9EkYKRCz",371985,371988.0
372637,comcastcares,False,Sun Oct 08 23:39:19 +0000 2017,@204294 Hello please DM your full address and name on your account and I will look into this for you. Thank you. ~RD,,372638.0
372639,comcastcares,False,Sun Oct 08 23:37:51 +0000 2017,"@204295 Hello, thanks for reaching out about your concerns and I'd be happy to help. Can you please DM the full address? ~AT",,372640.0
372641,comcastcares,False,Sun Oct 08 23:35:25 +0000 2017,@204296 I can look into your recent call concern! Please send us a direct message with your name,,372642.0
336740,comcastcares,False,Sun Oct 08 23:33:37 +0000 2017,@196333 I'm still here to help! Please DM to continue. -KB,,336739.0
373048,comcastcares,False,Sun Oct 08 23:59:15 +0000 2017,"@198588 To clarify, did you order a movie/show but it wouldn't work but now you can watch it? -KB",373049,373050.0
373051,comcastcares,False,Mon Oct 09 00:07:55 +0000 2017,@198588 I would like to look into this a bit further. Could you please DM to continue? -KB,,373049.0
373052,comcastcares,False,Sun Oct 08 23:54:27 +0000 2017,@198588 Is the issue resolved or do you still need assistance? -KB,373050,373053.0
346828,comcastcares,False,Sun Oct 08 23:52:32 +0000 2017,@198588 I'm still here to help! Please DM to continue. -KB,373053,346827.0
373054,comcastcares,False,Sun Oct 08 23:56:07 +0000 2017,"@204405 address, and the phone number tied to your account so I can better assist with your concerns. Thanks! -KW",,373055.0
373056,comcastcares,False,Sun Oct 08 23:56:01 +0000 2017,"@204405 Hi, I will be happy to help with your inquiry regarding the game restrictions. Please send a DM with your full name,",,373055.0
347660,comcastcares,False,Sun Oct 08 23:52:09 +0000 2017,@198795 I'm still here to help! Please DM to continue. -KB,,347659.0
373057,comcastcares,False,Sun Oct 08 23:51:09 +0000 2017,"@204406 Hello, I'm sorry to hear the connection is down, I'd like to look into this. Can you send me the full address over DM? -SDL",,373058.0
346588,comcastcares,False,Sun Oct 08 23:50:13 +0000 2017,@198509 I'm still here to help! Please DM to continue. -KB,,346587.0
373059,comcastcares,False,Sun Oct 08 23:48:56 +0000 2017,"@149150 If you change your mind, please reach out. We are available 24/7 for help! -MV","373060,373061",373062.0
373063,comcastcares,False,Sun Oct 08 23:29:53 +0000 2017,@149150 We would love to look into this for you. Please DM your account info for assistance. -Jules,373062,373064.0
346401,comcastcares,False,Sun Oct 08 23:47:28 +0000 2017,@198449 I'm still here to help! Please DM to continue. -KB,,346400.0
373065,comcastcares,False,Sun Oct 08 23:46:24 +0000 2017,"@204407 Hi, thanks for reaching out. I'm happy to help with your On Demand concerns. Please DM me your account info. -JRW",373066,373067.0
373068,comcastcares,False,Mon Oct 09 00:24:19 +0000 2017,"@204407 If you change your mind, we are here to assist. -MV",373069,373066.0
373070,comcastcares,False,Mon Oct 09 00:38:23 +0000 2017,@204407 Our team works for corporate and we hear your feedback! -MV,373071,373069.0
373072,comcastcares,False,Mon Oct 09 00:46:50 +0000 2017,"@204407 Sure! If you have any other questions, please reach out. -MV",,373071.0
373073,comcastcares,False,Sun Oct 08 23:44:23 +0000 2017,@204408 Please DM me your account info so I can help. -GR,,373074.0
